sector,bank,year,nii,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
Foreign,NATIONAL AUSTRALIA BANK,2015,7.35,2.0,0.04,0.0,26,6.65,0.7675,23.8714,22.0162,79.2861,6.8057,-17.57,7.9962,10.4283,1.2057,13.0,8.0,0.9679,-39857.51
Foreign,NATIONAL AUSTRALIA BANK,2016,7.67,1.86,0.05,0.0,23,4.91,0.7138,29.6482,12.5219,88.6443,6.7132,-9.25,8.2563,10.3085,0.7344,12.8,6.75,1.021,-47335.17
Foreign,NATIONAL AUSTRALIA BANK,2017,4.97,2.05,0.06,0.0,20,4.95,0.7867,21.0059,31.6778,97.467,6.6395,-7.37,6.7954,10.7672,0.8094,12.53,6.25,0.98,-51379.56
Foreign,NATIONAL AUSTRALIA BANK,2018,2.29,1.19,2.62,0.0,19,3.33,0.4567,9.8031,22.3905,96.6273,6.6613,2.18,6.533,10.7885,0.4699,12.2,6.0,0.8776,-52861.28
Foreign,NATIONAL AUSTRALIA BANK,2019,0.43,1.35,0.0,0.0,13,3.95,0.5181,2.0254,22.3905,99.2446,6.6487,-1.26,4.0416,11.228,0.5331,13.21,6.5,1.0005,-52861.28
Foreign,NATWEST MARKETS PLC,2016,227.87,0.18,54.24,-72.78,19,4.91,0.0896,37.3876,24.1084,19.188,9.5942,-98.71,8.2563,10.3085,0.0711,12.8,6.75,0.9072,-35838.42
Foreign,NATWEST MARKETS PLC,2017,-0.72,-0.31,9.98,-10.56,113,4.95,-0.1543,5.7052,2.2282,50.9068,8.6071,-98.71,6.7954,10.7672,-0.1224,12.53,6.25,0.8671,-44625.48
Foreign,NATWEST MARKETS PLC,2018,2.5,-3.59,1.35,51.65,60,3.33,-1.7873,14.4009,2.2282,55.2043,8.4588,-14.83,6.533,10.7885,-1.4175,12.2,6.0,0.827,-29316.35
Foreign,NATWEST MARKETS PLC,2019,35.04,1.96,0.66,-114.74,44,3.95,0.9758,17.853,2.2282,56.7722,8.4663,0.75,4.0416,11.228,0.7739,13.21,6.5,0.7869,-14007.22
Foreign,NATWEST MARKETS PLC,2020,1.16,-0.7,0.0,-114.74,39,3.72,-0.3485,3.528,2.2282,54.2153,8.4736,0.73,-7.9646,12.6008,-0.2764,17.6,5.25,0.5929,-14007.22
Foreign,PT BANK MAYBANK INDONESIA TBK,2005,-0.35,-0.98,8.97,17.78,18,3.77,-0.3,-89.7436,16.0045,60.4256,4.817,-4.78,7.9234,10.3661,-0.4587,13.69,6.0,2.7313,-41752.39
Foreign,PT BANK MAYBANK INDONESIA TBK,2006,0.67,-1.28,12.79,17.78,16,4.25,-0.3918,33.8384,6.0771,63.3848,4.7692,-4.78,8.0607,9.8025,-0.5991,13.58,6.5,2.7313,-41752.39
Foreign,PT BANK MAYBANK INDONESIA TBK,2007,3.92,6.52,10.37,17.78,12,5.8,1.9958,62.0253,0.6209,71.7377,4.6662,-10.3,7.6608,9.8621,3.0515,14.29,7.0,1.2469,-10155.32
Foreign,PT BANK MAYBANK INDONESIA TBK,2008,11.41,8.78,0.0,17.78,3,6.37,2.6876,126.2168,3.0823,97.4768,4.3778,-28.84,3.0867,10.5385,4.1092,15.7,7.0,1.0359,-16511.22
Foreign,PT BANK MAYBANK INDONESIA TBK,2009,1.18,0.94,0.0,17.78,2,8.35,0.2877,140.4762,5.5438,98.0474,4.3742,-0.35,7.8619,11.4597,0.4399,15.82,5.0,0.7534,-20548.88
Foreign,PT BANK MAYBANK INDONESIA TBK,2010,-0.09,0.62,0.0,17.78,2,10.88,0.1898,-15.5172,8.0052,97.9766,4.3766,0.24,8.4976,11.0076,0.2902,15.38,4.25,1.2346,-25950.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2011,0.07,1.4,0.0,17.78,1,11.99,0.4286,5.0,10.4667,97.6657,4.3834,0.68,5.2413,11.0845,0.844,14.93,6.5,1.0,-15649.0
Foreign,PT BANK MAYBANK INDONESIA TBK,2012,0.07,0.48,0.0,17.78,16,8.86,0.1469,0.8254,12.9281,97.4984,4.3864,50.13,5.4564,10.6839,0.2894,14.18,8.5,1.0,-19994.62
Foreign,PT BANK MAYBANK INDONESIA TBK,2013,0.07,-0.93,0.0,17.78,21,9.31,-0.2847,-3.3493,15.3896,98.3172,5.3822,99.58,6.3861,10.2952,-0.5607,13.88,7.9,1.0,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2014,0.23,0.52,0.02,17.78,24,11.06,0.1592,8.2734,17.851,74.3113,5.6637,28.15,7.4102,10.4409,0.3135,13.34,7.75,0.9168,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2015,1.62,0.04,1.76,17.78,23,6.65,0.0122,36.0802,34.405,85.7623,5.5205,-14.32,7.9962,10.4283,0.0241,13.0,8.0,0.4987,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2016,3.42,0.81,3.69,17.78,24,4.91,0.2479,57.0952,58.2674,73.5416,5.6765,15.6,8.2563,10.3085,0.3198,12.8,6.75,0.4969,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2017,1.33,-6.16,2.51,17.78,25,4.95,-1.8856,27.1429,54.2213,71.08,5.7106,3.4,6.7954,10.7672,-2.4323,12.53,6.25,0.7042,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2018,3.21,-0.78,17.08,17.78,22,3.33,-0.2388,479.1045,35.7666,81.1192,5.5784,-13.21,6.533,10.7885,-0.308,12.2,6.0,0.3902,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2019,4.06,-0.35,17.87,17.78,22,3.95,-0.1071,446.1538,41.5795,80.7409,5.5831,0.47,4.0416,11.228,-0.1382,13.21,6.5,0.3887,-24340.25
Foreign,PT BANK MAYBANK INDONESIA TBK,2020,6.05,0.26,16.94,17.78,22,3.72,0.0796,362.2755,36.0822,72.699,5.6887,10.56,-7.9646,12.6008,0.1027,17.6,5.25,0.4466,-24340.25
Foreign,QATAR NATIONAL BANK (Q.P.S.C.),2018,0.16,-0.69,1.67,0.0,23,3.33,-1.8251,-7.4074,26.761,61.4368,5.818,42.35,6.533,10.7885,-0.2724,12.2,6.0,0.5312,-39365.36
Foreign,QATAR NATIONAL BANK (Q.P.S.C.),2019,0.26,0.03,27.11,0.0,24,3.95,0.0794,3.504,53.6357,61.4368,6.2415,42.35,4.0416,11.228,0.0118,13.21,6.5,0.7396,-39365.36
Foreign,QATAR NATIONAL BANK (Q.P.S.C.),2020,4.64,-0.13,63.33,0.0,24,3.72,-0.3439,20.5583,63.2642,28.3821,7.033,79.14,-7.9646,12.6008,-0.0513,17.6,5.25,0.9787,-39365.36
Foreign,ROYAL BANK OF SCOTLAND N.V.,2005,435.32,1.27,45.64,4.17,0,3.77,1.8688,56.1066,63.8926,8.7488,9.6418,42.46,7.9234,10.3661,0.5944,13.69,6.0,0.6772,-16824.21
Foreign,ROYAL BANK OF SCOTLAND N.V.,2006,612.48,1.03,50.4,0.03,0,4.25,1.5156,49.3506,64.0324,6.7484,10.0665,42.46,8.0607,9.8025,0.4821,13.58,6.5,0.6415,-14728.86
Foreign,ROYAL BANK OF SCOTLAND N.V.,2007,861.78,1.37,56.1,43.22,0,5.8,2.0159,41.4974,64.4763,6.9216,10.2583,19.18,7.6608,9.8621,0.6412,14.29,7.0,0.5715,-12792.44
Foreign,ROYAL BANK OF SCOTLAND N.V.,2008,643.82,0.78,51.65,39.81,0,6.37,1.1477,27.1083,55.6609,6.4625,10.5083,25.0,3.0867,10.5385,0.3651,15.7,7.0,1.0425,-17099.57
Foreign,ROYAL BANK OF SCOTLAND N.V.,2009,1225.11,0.06,53.04,337.9,0,8.35,0.0883,43.0251,55.3608,7.928,10.312,-19.62,7.8619,11.4597,0.0281,15.82,5.0,0.4763,-13853.75
Foreign,ROYAL BANK OF SCOTLAND N.V.,2010,749.48,-0.4,69.73,-28.04,0,10.88,-0.5886,39.8776,56.3048,9.5798,10.0778,-23.42,8.4976,11.0076,-0.1872,15.38,4.25,0.4374,-14388.08
Foreign,ROYAL BANK OF SCOTLAND N.V.,2011,786.37,0.76,63.39,15.67,0,11.99,1.1183,49.1862,47.9553,11.1917,9.9989,0.34,5.2413,11.0845,0.4582,14.93,6.5,0.4268,-15275.81
Foreign,ROYAL BANK OF SCOTLAND N.V.,2012,818.0,1.96,46.58,1955.46,0,8.86,2.8841,47.9667,44.7731,10.5091,10.2398,24.09,5.4564,10.6839,1.1816,14.18,8.5,0.4505,-13325.57
Foreign,ROYAL BANK OF SCOTLAND N.V.,2013,546.99,0.96,48.37,-10.08,0,9.31,1.4126,38.7933,47.5497,10.7434,10.1796,-6.02,6.3861,10.2952,0.5787,13.88,7.9,0.419,-19478.87
Foreign,ROYAL BANK OF SCOTLAND N.V.,2014,654.95,1.67,57.08,-123.75,0,11.06,2.4574,44.6474,54.6745,14.8324,9.9216,-25.8,7.4102,10.4409,1.0068,13.34,7.75,0.3168,-16123.09
Foreign,ROYAL BANK OF SCOTLAND N.V.,2015,334.65,0.59,55.27,-43.13,0,6.65,0.8682,34.2444,58.6285,15.1023,9.8532,-6.84,7.9962,10.4283,0.3557,13.0,8.0,0.4697,-22603.76
Foreign,SBERBANK,2012,0.28,-0.99,0.01,-187.61,16,8.86,-0.1564,-20.7407,20.745,56.5996,4.9283,25.5,5.4564,10.6839,-0.5968,14.18,8.5,0.9311,-16602.64
Foreign,SBERBANK,2013,0.28,-1.08,2.65,-92.3,16,9.31,-0.1706,-20.7407,20.745,56.5996,5.1832,25.5,6.3861,10.2952,-0.6511,13.88,7.9,0.9311,-16602.64
Foreign,SBERBANK,2014,3.7,0.28,20.78,3.0,19,11.06,0.0442,41.9501,83.5286,56.5996,5.973,78.98,7.4102,10.4409,0.1688,13.34,7.75,0.8067,-16602.64
Foreign,SBERBANK,2015,6.25,1.63,16.85,4.31,17,6.65,0.2575,17.0532,87.7529,56.5996,5.8451,-12.79,7.9962,10.4283,0.9827,13.0,8.0,0.5162,-16602.64
Foreign,SBERBANK,2016,7.34,-0.17,15.34,12.54,17,4.91,-0.0269,25.6285,71.6975,43.9609,6.0948,24.96,8.2563,10.3085,-0.0671,12.8,6.75,0.5069,-16782.34
Foreign,SBERBANK,2017,10.19,0.03,8.53,11.43,17,4.95,0.0047,36.5889,41.7345,59.4884,6.1357,4.09,6.7954,10.7672,0.0118,12.53,6.25,0.5288,-17549.39
Foreign,SBERBANK,2018,10.75,-3.8,9.48,60.57,18,3.33,-0.6003,88.9901,30.2069,63.3014,6.0171,-11.86,6.533,10.7885,-1.5004,12.2,6.0,0.9041,-31018.21
Foreign,SBERBANK,2019,46.97,4.29,9.34,60.57,18,3.95,0.6777,114.0049,18.0186,67.8109,6.0321,1.5,4.0416,11.228,1.6939,13.21,6.5,0.9489,-14947.52
Foreign,SBERBANK,2020,163.8,17.86,5.05,60.57,26,3.72,2.8216,116.3104,6.2546,75.7348,6.1697,1.5,-7.9646,12.6008,7.0521,17.6,5.25,0.9335,-13554.73
Foreign,SBM BANK (INDIA) LTD.,2005,2.08,1.2,32.95,1.88,29,3.77,0.375,6.1886,48.7446,27.7812,6.1199,-38.02,7.9234,10.3661,0.5616,13.69,6.0,0.5431,-11593.07
Foreign,SBM BANK (INDIA) LTD.,2006,1.79,1.97,58.96,1.88,31,4.25,0.6156,4.8934,50.1907,29.6189,6.1058,-12.17,8.0607,9.8025,0.922,13.58,6.5,0.9064,-11777.82
Foreign,SBM BANK (INDIA) LTD.,2007,6.36,1.53,41.19,1.88,28,5.8,0.4781,17.4629,26.1138,30.0422,6.2426,13.69,7.6608,9.8621,0.7161,14.29,7.0,0.4178,-10331.43
Foreign,SBM BANK (INDIA) LTD.,2008,5.71,1.12,54.5,1.88,32,6.37,0.35,15.743,47.041,34.9611,6.1208,-12.19,3.0867,10.5385,0.5242,15.7,7.0,0.3378,-10681.58
Foreign,SBM BANK (INDIA) LTD.,2009,3.07,0.9,59.38,1.88,29,8.35,0.2812,7.4208,48.2834,26.2188,6.4407,31.99,7.8619,11.4597,0.4212,15.82,5.0,0.9555,-11634.89
Foreign,SBM BANK (INDIA) LTD.,2010,4.57,-0.66,55.83,1.88,28,10.88,-0.2062,11.1518,65.8167,26.0551,6.4348,-0.59,8.4976,11.0076,-0.3089,15.38,4.25,0.7081,-11437.72
Foreign,SBM BANK (INDIA) LTD.,2011,5.5,0.93,43.79,3.14,39,11.99,0.2906,10.3656,52.302,27.9529,7.0402,10.39,5.2413,11.0845,0.5607,14.93,6.5,0.4735,-11850.04
Foreign,SBM BANK (INDIA) LTD.,2012,12.52,0.81,54.2,3.48,47,8.86,0.2531,10.4499,57.4518,23.3295,7.2539,21.37,5.4564,10.6839,0.4883,14.18,8.5,0.4006,-10831.97
Foreign,SBM BANK (INDIA) LTD.,2013,20.19,2.53,40.65,3.82,51,9.31,0.7905,13.4771,55.3499,41.1722,7.2947,4.08,6.3861,10.2952,1.5252,13.88,7.9,0.3162,-9679.76
Foreign,SBM BANK (INDIA) LTD.,2014,12.28,-3.32,51.06,130.88,57,11.06,-1.0374,8.5778,40.4677,39.2122,7.2625,-3.22,7.4102,10.4409,-2.0015,13.34,7.75,0.3112,-10711.13
Foreign,SBM BANK (INDIA) LTD.,2015,5.48,0.12,51.76,42.11,52,6.65,0.0375,4.0315,44.7553,37.8748,7.2983,3.58,7.9962,10.4283,0.0723,13.0,8.0,0.3482,-11664.26
Foreign,SBM BANK (INDIA) LTD.,2016,14.05,-2.66,61.37,27.15,54,4.91,-0.8312,13.4296,39.7093,32.6566,7.3662,6.79,8.2563,10.3085,-1.0503,12.8,6.75,0.3353,-15385.43
Foreign,SBM BANK (INDIA) LTD.,2017,11.53,-2.04,69.19,60.63,63,4.95,-0.6374,12.3092,41.51,27.3553,7.4735,10.73,6.7954,10.7672,-0.8055,12.53,6.25,0.2623,-13116.4
Foreign,SBM BANK (INDIA) LTD.,2018,14.3,-5.54,67.17,135.47,70,3.33,-1.7311,12.0746,56.623,20.9763,7.4929,1.93,6.533,10.7885,-2.1875,12.2,6.0,0.2585,-12671.48
Foreign,SBM BANK (INDIA) LTD.,2019,3.58,-9.62,61.57,15.31,81,3.95,-3.0059,-14.9854,35.9632,33.0213,7.3767,-11.61,4.0416,11.228,-3.7985,13.21,6.5,0.3183,-18628.14
Foreign,SBM BANK (INDIA) LTD.,2020,68.34,0.1,73.16,25.02,186,3.72,0.0312,63.744,50.621,23.2275,7.8246,44.79,-7.9646,12.6008,0.0395,17.6,5.25,0.517,-18028.64
Foreign,SHINHAN BANK,2005,4.94,2.49,34.89,8.93,15,3.77,4.247,37.481,24.7456,25.6128,5.6314,22.7,7.9234,10.3661,1.1654,13.69,6.0,0.4915,-10615.75
Foreign,SHINHAN BANK,2006,4.65,1.48,37.8,8.93,16,4.25,2.5243,28.1818,23.0372,30.5823,5.9798,22.7,8.0607,9.8025,0.6927,13.58,6.5,0.46,-11147.82
Foreign,SHINHAN BANK,2007,2.86,1.6,41.87,8.93,34,5.8,2.729,14.8571,27.4708,43.728,6.2068,22.7,7.6608,9.8621,0.7488,14.29,7.0,0.4828,-17397.75
Foreign,SHINHAN BANK,2008,5.58,1.86,47.47,8.93,38,6.37,3.1725,13.7371,44.356,32.5155,6.5618,35.51,3.0867,10.5385,0.8705,15.7,7.0,0.4615,-14273.93
Foreign,SHINHAN BANK,2009,8.38,1.86,73.95,8.93,53,8.35,3.1725,14.0935,44.1746,24.073,6.943,38.12,7.8619,11.4597,0.8705,15.82,5.0,0.476,-11735.98
Foreign,SHINHAN BANK,2010,12.59,2.28,65.04,8.93,53,10.88,3.8888,18.3421,45.1005,25.7043,6.9703,2.72,8.4976,11.0076,1.0671,15.38,4.25,0.5011,-10537.49
Foreign,SHINHAN BANK,2011,13.19,1.82,56.81,8.93,76,11.99,3.1042,15.6651,44.3892,34.7449,7.2406,27.03,5.2413,11.0845,1.0972,14.93,6.5,0.4758,-11474.86
Foreign,SHINHAN BANK,2012,17.28,2.52,59.4,8.93,76,8.86,4.2982,12.4308,52.3842,30.2752,7.465,22.44,5.4564,10.6839,1.5192,14.18,8.5,0.5163,-11051.92
Foreign,SHINHAN BANK,2013,19.36,1.78,58.25,8.14,86,9.31,3.036,10.0332,48.7741,23.1523,7.8132,34.82,6.3861,10.2952,1.0731,13.88,7.9,0.5263,-11388.73
Foreign,SHINHAN BANK,2014,28.25,1.78,59.28,7.36,111,11.06,3.036,10.6712,41.827,28.9623,8.0495,23.64,7.4102,10.4409,1.0731,13.34,7.75,0.4937,-10863.04
Foreign,SHINHAN BANK,2015,27.44,2.05,49.49,6.58,126,6.65,3.4965,10.441,66.042,25.2985,8.2693,21.98,7.9962,10.4283,1.2359,13.0,8.0,0.5021,-12122.7
Foreign,SHINHAN BANK,2016,27.23,1.42,70.34,5.79,154,4.91,2.422,9.0456,58.3469,19.8853,8.5739,30.46,8.2563,10.3085,0.5607,12.8,6.75,0.4484,-12237.68
Foreign,SHINHAN BANK,2017,37.95,1.15,68.5,8.86,216,4.95,1.9615,9.257,67.0164,18.15,8.7312,15.73,6.7954,10.7672,0.4541,12.53,6.25,0.4878,-11991.96
Foreign,SHINHAN BANK,2018,48.02,0.77,70.48,11.93,274,3.33,1.3133,10.006,72.7696,14.3022,9.0248,29.35,6.533,10.7885,0.304,12.2,6.0,0.5629,-12175.25
Foreign,SHINHAN BANK,2019,65.01,0.86,71.34,15.0,289,3.95,1.4668,11.9166,74.7926,13.7993,9.1202,9.54,4.0416,11.228,0.3396,13.21,6.5,0.5267,-11747.14
Foreign,SHINHAN BANK,2020,70.57,0.53,70.1,85.01,326,3.72,0.904,11.5021,67.5474,12.0569,9.2956,17.54,-7.9646,12.6008,0.2093,17.6,5.25,0.6288,-12047.91
Foreign,SOCIETE GENERALE,2005,12.42,1.61,59.1,-10.51,58,3.77,2.9262,37.7508,17.8684,36.1183,6.7923,45.77,7.9234,10.3661,0.7535,13.69,6.0,0.3214,-14106.03
Foreign,SOCIETE GENERALE,2006,23.83,1.15,52.04,-8.17,113,4.25,2.0901,27.6098,14.9478,18.7133,7.5022,45.77,8.0607,9.8025,0.5382,13.58,6.5,1.2231,-12334.18
Foreign,SOCIETE GENERALE,2007,39.6,0.96,39.38,-5.82,114,5.8,1.7448,24.7361,13.44,12.1615,7.9598,45.77,7.6608,9.8621,0.4493,14.29,7.0,1.406,-11764.21
Foreign,SOCIETE GENERALE,2008,42.38,1.33,43.32,-3.48,118,6.37,2.4173,20.9201,12.2237,11.8232,8.0538,9.4,3.0867,10.5385,0.6225,15.7,7.0,1.086,-12337.87
Foreign,SOCIETE GENERALE,2009,68.78,2.07,38.21,-1.13,115,8.35,3.7622,44.1095,16.95,17.6667,7.6771,-37.67,7.8619,11.4597,0.9688,15.82,5.0,0.4413,-11530.89
Foreign,SOCIETE GENERALE,2010,8.97,0.31,35.33,1.21,109,10.88,0.5634,16.2324,17.535,15.3529,7.7696,9.25,8.4976,11.0076,0.1451,15.38,4.25,1.0234,-38920.35
Foreign,SOCIETE GENERALE,2011,36.96,0.8,29.64,0.66,83,11.99,1.454,22.7083,23.3531,12.8343,8.0048,23.53,5.2413,11.0845,0.4823,14.93,6.5,1.6055,-13054.37
Foreign,SOCIETE GENERALE,2012,8.62,1.17,41.27,0.11,94,8.86,2.1265,4.8154,34.0439,27.1152,8.0402,3.54,5.4564,10.6839,0.7053,14.18,8.5,1.1822,-15339.72
Foreign,SOCIETE GENERALE,2013,10.27,1.22,43.49,-0.44,97,9.31,2.2174,5.7554,55.2595,26.9574,8.0644,2.42,6.3861,10.2952,0.7355,13.88,7.9,0.7588,-18662.75
Foreign,SOCIETE GENERALE,2014,51.84,0.88,37.41,-0.31,107,11.06,1.5994,25.0036,48.4537,15.7184,8.6089,54.44,7.4102,10.4409,0.5305,13.34,7.75,0.3355,-16340.66
Foreign,SOCIETE GENERALE,2015,58.77,0.73,44.49,-0.43,118,6.65,1.3268,18.1652,53.8738,13.3525,8.8168,20.8,7.9962,10.4283,0.4401,13.0,8.0,0.4521,-14150.65
Foreign,SOCIETE GENERALE,2016,76.48,0.88,59.65,5.55,95,4.91,1.5994,21.5942,59.4557,16.0538,8.6946,-12.23,8.2563,10.3085,0.3475,12.8,6.75,0.5687,-13536.49
Foreign,SOCIETE GENERALE,2017,53.57,0.01,45.37,11.52,102,4.95,0.0182,22.4923,47.5039,26.163,8.2798,9.2,6.7954,10.7672,0.0039,12.53,6.25,0.6647,-17182.83
Foreign,SOCIETE GENERALE,2018,85.79,0.37,50.32,17.5,101,3.33,0.6725,38.6964,50.7814,19.5855,8.5861,30.63,6.533,10.7885,0.1461,12.2,6.0,0.3867,-14584.31
Foreign,SOCIETE GENERALE,2019,106.5,0.09,32.6,85.97,100,3.95,0.1636,37.2508,21.0778,24.2682,8.8668,28.08,4.0416,11.228,0.0355,13.21,6.5,0.3126,-12926.9
Foreign,SOCIETE GENERALE,2020,79.53,0.54,26.92,-24.55,79,3.72,0.9815,31.5608,15.4402,17.1627,9.2298,36.3,-7.9646,12.6008,0.2132,17.6,5.25,0.3126,-16680.91
Foreign,SONALI BANK,2005,4.86,4.0,67.72,0.02,42,3.77,4.5018,148.1707,18.3466,17.3018,3.4825,-7.89,7.9234,10.3661,1.8721,13.69,6.0,0.7066,-23854.31
Foreign,SONALI BANK,2006,3.76,1.69,66.55,0.52,40,4.25,1.902,210.0559,9.9767,15.3974,3.4035,-7.89,8.0607,9.8025,0.7909,13.58,6.5,0.7019,-49643.21
Foreign,SONALI BANK,2007,3.54,1.52,70.32,0.03,39,5.8,1.7107,189.3048,8.3312,12.8847,3.6881,28.46,7.6608,9.8621,0.7114,14.29,7.0,0.7136,-41281.28
Foreign,SONALI BANK,2008,3.73,1.6,64.98,0.04,41,6.37,1.8007,210.7345,21.7789,14.1036,3.586,-10.21,3.0867,10.5385,0.7488,15.7,7.0,0.6236,-50398.95
Foreign,SONALI BANK,2009,4.63,1.98,81.37,0.06,34,8.35,2.2284,177.3947,20.3743,11.1913,3.9375,35.15,7.8619,11.4597,0.9267,15.82,5.0,0.6627,-34223.11
Foreign,SONALI BANK,2010,4.96,1.64,75.28,0.07,35,10.88,1.8457,231.7757,18.3818,14.9752,3.7441,13.98,8.4976,11.0076,0.7675,15.38,4.25,0.6912,-56556.78
Foreign,SONALI BANK,2011,4.43,0.43,71.29,0.04,43,11.99,0.4839,335.606,22.4962,16.8785,3.6722,-7.18,5.2413,11.0845,0.2592,14.93,6.5,0.6695,-46861.6
Foreign,SONALI BANK,2012,5.92,2.23,70.18,0.29,34,8.86,2.5097,179.394,41.5991,17.8378,3.7932,12.1,5.4564,10.6839,1.3444,14.18,8.5,0.6435,-37166.41
Foreign,SONALI BANK,2013,7.37,3.37,71.02,0.53,33,9.31,3.7927,140.6489,32.8633,17.4759,4.0257,23.25,6.3861,10.2952,2.0316,13.88,7.9,0.7256,-23723.22
Foreign,SONALI BANK,2014,6.68,1.75,74.14,0.78,37,11.06,1.9695,146.8132,26.5006,15.5463,4.2409,21.52,7.4102,10.4409,1.055,13.34,7.75,0.7625,-26845.27
Foreign,SONALI BANK,2015,6.59,1.67,78.34,0.13,36,6.65,1.8795,167.2589,24.8929,12.7249,4.5365,18.11,7.9962,10.4283,1.0068,13.0,8.0,0.7753,-36745.76
Foreign,SONALI BANK,2016,7.68,1.92,75.77,0.05,36,4.91,2.1609,169.5364,22.2591,14.0366,4.5677,14.7,8.2563,10.3085,0.7581,12.8,6.75,0.7774,-35233.75
Foreign,SONALI BANK,2017,9.36,1.14,76.39,0.64,38,4.95,1.283,176.6038,20.0223,13.7253,4.6806,11.29,6.7954,10.7672,0.4501,12.53,6.25,0.724,-34925.02
Foreign,SONALI BANK,2018,11.38,2.95,71.79,0.09,36,3.33,3.3201,134.6746,30.046,17.5844,4.6467,-3.39,6.533,10.7885,1.1648,12.2,6.0,0.741,-20786.36
Foreign,SONALI BANK,2019,10.83,2.3,77.75,0.44,33,3.95,2.5885,147.9508,19.9589,14.7319,4.8399,19.32,4.0416,11.228,0.9082,13.21,6.5,0.7353,-25025.67
Foreign,SONALI BANK,2020,8.98,1.02,78.72,0.03,33,3.72,1.148,193.5345,19.1123,11.4782,4.8641,2.41,-7.9646,12.6008,0.4028,17.6,5.25,0.7322,-42792.41
Foreign,STANDARD CHARTERED BANK,2005,525.43,1.97,60.53,0.25,5232,3.77,2.6413,24.1444,53.6712,8.6916,10.5243,-95.85,7.9234,10.3661,0.922,13.69,6.0,1.1374,-13704.84
Foreign,STANDARD CHARTERED BANK,2006,1057.74,2.49,61.93,0.25,6497,4.25,3.3385,36.3112,52.3924,9.9263,10.7354,21.11,8.0607,9.8025,1.1654,13.58,6.5,0.5138,-12326.0
Foreign,STANDARD CHARTERED BANK,2007,1347.33,3.06,58.03,0.25,6658,5.8,4.1027,33.7691,51.1175,9.85,10.9834,24.8,7.6608,9.8621,1.4321,14.29,7.0,0.8029,-11423.82
Foreign,STANDARD CHARTERED BANK,2008,2322.2,3.13,50.38,0.25,8967,6.37,4.1966,45.094,45.4103,11.3964,11.2043,22.08,3.0867,10.5385,1.4649,15.7,7.0,0.5469,-11005.35
Foreign,STANDARD CHARTERED BANK,2009,3097.05,2.87,42.89,0.25,7825,8.35,3.848,49.5785,38.4641,10.5441,11.4872,28.3,7.8619,11.4597,1.3432,15.82,5.0,0.4094,-10635.96
Foreign,STANDARD CHARTERED BANK,2010,2837.62,3.03,54.29,0.25,8084,10.88,4.0625,46.5678,46.8062,13.0732,11.3939,-9.34,8.4976,11.0076,1.4181,15.38,4.25,0.8203,-10840.71
Foreign,STANDARD CHARTERED BANK,2011,2471.48,2.44,54.95,0.25,7813,11.99,3.2715,39.6898,46.2809,12.2872,11.5741,18.02,5.2413,11.0845,1.471,14.93,6.5,0.8757,-11981.23
Foreign,STANDARD CHARTERED BANK,2012,2988.22,1.49,52.59,0.25,7527,8.86,1.9977,36.4834,45.6853,11.6272,11.7088,8.23,5.4564,10.6839,0.8983,14.18,8.5,0.5442,-10735.03
Foreign,STANDARD CHARTERED BANK,2013,2807.22,2.43,51.9,213.85,7212,9.31,3.258,31.2378,51.7329,15.9932,11.6932,-1.56,6.3861,10.2952,1.4649,13.88,7.9,0.54,-11191.55
Foreign,STANDARD CHARTERED BANK,2014,3145.4,1.2,55.05,2799.39,6636,11.06,1.6089,31.7095,52.2307,14.9204,11.783,8.97,7.4102,10.4409,0.7234,13.34,7.75,0.4756,-11125.17
Foreign,STANDARD CHARTERED BANK,2015,3304.63,2.42,55.3,1047.16,7302,6.65,3.2446,31.5532,51.9221,19.6969,11.7886,0.56,7.9962,10.4283,1.4589,13.0,8.0,0.3686,-10376.85
Foreign,STANDARD CHARTERED BANK,2016,1993.48,0.75,57.9,3809.63,7388,4.91,1.0056,21.9183,51.236,19.0185,11.7742,-1.44,8.2563,10.3085,0.2961,12.8,6.75,0.5707,-12614.59
Foreign,STANDARD CHARTERED BANK,2017,2624.51,1.7,55.26,952.66,8075,4.95,2.2793,28.7035,47.3342,18.1997,11.8844,11.02,6.7954,10.7672,0.6712,12.53,6.25,0.3817,-11870.03
Foreign,STANDARD CHARTERED BANK,2018,1846.36,1.31,60.04,891.06,7670,3.33,1.7564,22.6996,46.0748,19.0165,11.8441,-4.03,6.533,10.7885,0.5173,12.2,6.0,0.6926,-14489.72
Foreign,STANDARD CHARTERED BANK,2019,1841.45,1.38,61.37,214.05,6531,3.95,1.8502,20.8105,39.0297,15.894,12.0509,20.68,4.0416,11.228,0.5449,13.21,6.5,0.7706,-14512.96
